ID,site,width,length,l_w_index,area,percent_area,contour_length,area_contour_ratio,upper_to_lower_ratio,left_to_right_ratio,tip_angle,MP_CM_x_offset,MP_CM_y_offset,typology,reference,ka_cal_BP,region,filter
Predmosti1b_01_17,Predmosti1b,9.6,45.4,4.71,312.1,70.0,107,291.7,0.9,1.4,47.4,0.1,-1.0,Awl,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_18,Predmosti1b,18.6,55.0,2.95,773.4,74.0,144,537.0,1.9,2.7,59.3,0.4,-2.6,Awl,"Absolon et al., 1977",30.9,Moravia,0
Predmosti1b_01_19,Predmosti1b,10.2,34.1,3.33,224.6,63.0,79,284.3,1.9,1.3,44.5,0.0,-1.0,Gravette_point,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_20,Predmosti1b,9.0,45.4,5.04,286.2,69.0,102,280.6,1.0,1.2,43.3,0.4,-0.6,Awl,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_21,Predmosti1b,9.9,39.5,4.0,284.9,71.0,90,316.6,2.4,0.9,43.3,-0.4,-1.8,Awl,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_22,Predmosti1b,11.5,34.1,2.97,261.5,66.0,81,322.8,1.6,1.0,50.9,0.0,-1.2,Microlith,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_23,Predmosti1b,8.6,44.5,5.16,310.0,76.0,103,301.0,2.4,1.0,48.3,-0.1,-0.6,Microgravette_point,"Absolon et al., 1977",30.9,Moravia,1
Predmosti1b_01_24,Predmosti1b,9.1,10.6,1.16,76.3,78.0,36,212.0,0.9,0.2,117.6,-0.5,0.0,Flechette,"Absolon et al., 1977",30.9,Moravia,0
Willendorf5_01_01,Willendorf5,4.1,30.0,7.28,98.5,65.0,66,149.3,1.9,12.6,34.1,0.1,-0.3,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_02,Willendorf5,7.3,18.2,2.51,92.7,71.0,45,206.1,2.5,1.8,52.1,0.4,-1.3,Flechette,"Moreau, 2010",31.5,Lower Austria,0
Willendorf5_01_03,Willendorf5,4.1,15.6,3.85,47.2,72.0,36,131.2,1.2,0.5,61.9,-0.3,0.0,Microgravette_point,"Moreau, 2012",31.5,Lower Austria,1
Willendorf5_01_04,Willendorf5,9.2,19.7,2.15,115.7,63.0,50,231.3,0.7,1.0,91.3,0.1,0.4,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,0
Willendorf5_01_05,Willendorf5,5.5,25.6,4.69,101.9,64.0,60,169.8,1.2,7.2,41.7,0.2,-1.0,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_06,Willendorf5,3.5,17.7,5.12,51.8,83.0,43,120.5,1.1,0.8,51.5,-0.1,-0.5,Microlith,"Moreau, 2012",31.5,Lower Austria,1
Willendorf5_01_07,Willendorf5,3.5,14.5,4.19,38.4,71.0,33,116.3,1.3,4.7,53.9,0.2,0.1,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_08,Willendorf5,4.6,25.1,5.45,86.7,75.0,55,157.6,1.1,0.7,41.3,-0.2,-0.6,Microgravette_point,"Otte, 1991",31.5,Lower Austria,1
Willendorf5_01_09,Willendorf5,3.0,22.2,7.49,50.8,75.0,48,105.9,1.8,2.5,31.2,0.0,-0.4,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_10,Willendorf5,4.7,17.2,3.64,59.8,72.0,40,149.4,1.3,3.6,54.6,0.3,-0.2,Microlith,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_11,Willendorf5,4.1,17.7,4.36,58.1,78.0,43,135.1,1.7,1.8,55.3,0.0,-0.2,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_12,Willendorf5,3.9,18.5,4.69,56.9,76.0,41,138.8,0.8,1.4,55.4,-0.1,-0.2,Microlith,"Otte, 1991",31.5,Lower Austria,1
Willendorf5_01_13,Willendorf5,4.2,19.6,4.63,68.7,87.0,49,140.3,0.7,0.9,5.3,-0.3,-0.1,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,0
Willendorf5_01_14,Willendorf5,5.3,26.9,5.1,110.4,67.0,60,184.0,1.6,6.2,46.0,0.2,-0.2,Microgravette_point,"Otte, 1991",31.5,Lower Austria,1
Willendorf5_01_15,Willendorf5,3.5,24.5,7.09,68.3,84.0,53,128.9,1.4,0.6,35.4,-0.2,-0.7,Microlith,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_16,Willendorf5,5.2,29.2,5.66,109.9,75.0,65,169.0,0.9,16.0,42.3,0.5,0.1,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_17,Willendorf5,7.3,18.3,2.5,97.0,72.0,48,202.2,2.4,2.9,59.3,0.3,-1.0,Flechette,"Otte, 1991",31.5,Lower Austria,0
Willendorf5_01_18,Willendorf5,4.9,28.4,5.78,106.9,67.0,64,167.0,0.7,3.3,53.5,0.1,0.0,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,1
Willendorf5_01_19,Willendorf5,10.7,46.4,4.35,375.5,78.0,111,338.3,3.5,2.0,42.9,0.5,-1.9,Retouched_blade,"Moreau, 2010",31.5,Lower Austria,0
Willendorf5_01_20,Willendorf5,4.0,26.9,6.73,87.9,66.0,60,146.5,0.6,5.6,43.3,0.0,-0.8,Retouched_blade,"Moreau, 2010",31.5,Lower Austria,1
Willendorf6_01_01,Willendorf6,23.5,76.1,3.24,1253.5,69.0,185,677.6,2.0,2.2,44.1,0.8,-5.1,Gravette_point,"Felgenhauer, 1959 ",30.5,Lower Austria,0
Willendorf6_01_02,Willendorf6,15.7,57.6,3.67,678.6,72.0,141,481.3,1.2,0.8,46.0,-0.2,-2.4,Retouched_blade,"Felgenhauer, 1959 ",30.5,Lower Austria,0
Willendorf6_01_03,Willendorf6,8.0,59.4,7.44,366.7,71.0,130,282.1,1.8,4.5,32.7,0.3,0.0,Microgravette_point,"Otte, 1981",30.5,Lower Austria,1
Willendorf6_01_04,Willendorf6,13.2,47.4,3.59,480.9,77.0,110,437.1,1.4,0.8,51.7,-0.2,-1.9,Gravette_point,"Felgenhauer, 1959",30.5,Lower Austria,0
Willendorf6_01_05,Willendorf6,6.7,36.4,5.46,180.8,64.0,82,220.5,1.9,0.3,41.7,-0.1,-0.6,Bifacial_point,"Otte, 1981",30.5,Lower Austria,1
Willendorf6_01_06,Willendorf6,6.8,29.1,4.28,151.5,83.0,67,226.1,6.6,1.8,37.4,0.3,-1.9,Blade_with_Aurignacian_retouch,"Felgenhauer, 1959",30.5,Lower Austria,1
Willendorf6_01_07,Willendorf6,29.0,84.2,2.91,1697.5,68.0,204,832.1,4.4,1.3,43.6,0.3,-6.7,Gravette_point,"Otte, 1981",30.5,Lower Austria,0
Willendorf6_01_08,Willendorf6,20.5,72.8,3.56,981.5,65.0,173,567.3,2.3,0.8,39.3,-0.6,-4.0,Mousterian_point,"Felgenhauer, 1959",30.5,Lower Austria,0
Willendorf6_01_09,Willendorf6,7.2,37.7,5.22,198.1,66.0,85,233.0,1.6,0.2,43.4,-0.2,-0.6,Blade_with_endretouch,"Felgenhauer, 1959",30.5,Lower Austria,1
Willendorf6_01_10,Willendorf6,26.6,47.8,1.8,855.3,67.0,129,663.0,2.1,1.2,64.4,0.2,-3.8,Gravette_point,"Otte, 1981",30.5,Lower Austria,0
Willendorf6_01_11,Willendorf6,11.2,39.2,3.51,312.9,65.0,91,343.9,0.8,2.4,50.1,0.5,-1.2,Retouched_blade,"Felgenhauer, 1959",30.5,Lower Austria,0
Willendorf6_01_12,Willendorf6,9.0,64.5,7.15,418.3,71.0,147,284.6,0.7,0.5,37.4,-0.2,0.2,Pointed_blade,"Felgenhauer, 1959",30.5,Lower Austria,1
Willendorf7_01_01,Willendorf7,22.3,94.4,4.23,1492.4,70.0,214,697.4,1.5,0.5,50.1,-1.2,-0.3,Microlith,"Felgenhauer, 1959",30.0,Lower Austria,0
Willendorf7_01_02,Willendorf7,19.6,64.9,3.31,1008.6,76.0,156,646.5,1.4,0.8,62.0,0.0,-2.3,Double_pointed_blade,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_03,Willendorf7,4.8,33.2,6.85,122.8,71.0,73,168.2,1.7,0.7,35.8,-0.1,-0.2,Retouched_blade,"Felgenhauer, 1959",30.0,Lower Austria,1
Willendorf7_01_04,Willendorf7,20.0,54.7,2.74,766.8,69.0,131,585.4,1.1,1.5,77.6,0.4,0.6,Double_pointed_blade,"Otte, 1991",30.0,Lower Austria,0
Willendorf7_01_05,Willendorf7,21.0,87.0,4.14,1262.3,67.0,209,604.0,2.9,1.2,41.4,0.1,-5.6,Retouched_blade,"Felgenhauer, 1959",30.0,Lower Austria,0
Willendorf7_01_06,Willendorf7,23.7,91.3,3.85,1600.0,66.0,220,727.3,0.7,5.5,74.1,1.3,2.1,Microgravette_point,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_07,Willendorf7,22.1,79.5,3.59,1198.3,64.0,190,630.7,3.0,1.8,38.4,0.1,-4.6,Point_on_mousterian_flake,"Felgenhauer, 1959",30.0,Lower Austria,0
Willendorf7_01_08,Willendorf7,4.8,27.2,5.6,95.8,72.0,61,157.1,1.7,2.7,38.9,0.3,-0.6,Microgravette_point,"Otte, 1981",30.0,Lower Austria,1
Willendorf7_01_09,Willendorf7,17.8,39.8,2.24,494.5,67.0,100,494.5,1.6,0.7,65.3,-0.1,-1.2,Retouched_blade,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_10,Willendorf7,4.9,32.6,6.59,127.4,73.0,75,169.8,0.9,2.8,46.6,0.1,0.0,Point_on_mousterian_flake,"Otte, 1981",30.0,Lower Austria,1
Willendorf7_01_11,Willendorf7,13.3,35.5,2.66,317.6,65.0,87,365.1,0.8,0.4,73.3,-0.6,0.7,Backed_blade,"Felgenhauer, 1959",30.0,Lower Austria,0
Willendorf7_01_12,Willendorf7,35.1,45.5,1.3,986.3,61.0,135,730.6,2.5,1.3,76.6,0.8,-3.2,Ventral_retouched_blade,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_13,Willendorf7,10.5,31.9,3.04,244.7,72.0,76,322.0,1.4,1.7,65.6,0.3,-0.8,Pointed_blade,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_14,Willendorf7,8.4,29.5,3.52,174.8,63.0,71,246.3,7.3,0.1,38.9,-0.9,-1.7,Pointed_blade,"Felgenhauer, 1959",30.0,Lower Austria,0
Willendorf7_01_15,Willendorf7,16.5,38.1,2.31,455.8,69.0,99,460.4,4.5,0.7,53.2,0.3,-2.6,Microgravette_point,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_16,Willendorf7,16.4,43.3,2.65,457.6,63.0,112,408.6,4.9,1.0,39.0,0.3,-4.2,Retouched_blade,"Otte, 1981",30.0,Lower Austria,0
Willendorf7_01_17,Willendorf7,3.9,26.9,6.82,85.7,73.0,63,136.0,2.4,2.5,35.0,0.2,-0.4,Pointed_blade,"Felgenhauer, 1959",30.0,Lower Austria,1
Willendorf8_01_01,Willendorf8,14.5,56.8,3.9,615.3,68.0,132,466.1,2.5,2.9,46.1,0.5,-1.7,Microgravette_point,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_02,Willendorf8,19.0,53.4,2.82,728.5,71.0,133,547.8,3.0,1.0,61.6,0.8,-1.6,Blade_with_Aurignacian_retouch,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_03,Willendorf8,2.7,16.4,6.0,31.8,74.0,36,88.4,1.2,0.7,44.8,-0.4,-0.5,Retouched_bladelet,"Felgenhauer, 1959",29.6,Lower Austria,1
Willendorf8_01_04,Willendorf8,18.6,64.4,3.47,790.5,64.0,157,503.5,2.2,1.3,34.4,0.5,-4.8,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_05,Willendorf8,9.0,33.4,3.72,222.1,68.0,79,281.2,2.4,0.4,49.7,-0.8,-1.4,Point_with_flat_retouch,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_06,Willendorf8,14.7,50.3,3.42,562.1,75.0,118,476.4,1.0,0.3,68.9,-1.0,0.1,Retouched_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_07,Willendorf8,25.7,75.6,2.94,1328.4,68.0,183,725.9,3.1,1.4,50.4,1.0,-4.2,Pointed_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_08,Willendorf8,16.2,52.7,3.25,582.8,66.0,126,462.6,1.7,2.3,55.3,0.9,-1.2,Retouched_blade an stumpfem Ende,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_09,Willendorf8,13.6,53.9,3.95,522.3,73.0,131,398.7,1.3,0.5,43.2,-1.0,-3.0,Pointed_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_10,Willendorf8,20.4,40.0,1.96,608.3,68.0,112,543.1,2.8,0.3,76.7,-1.7,-1.8,Blade_with_Aurignacian_retouch,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_11,Willendorf8,14.5,44.7,3.07,525.1,71.0,113,464.7,0.7,1.9,75.5,0.8,-1.6,Retouched_flake,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_12,Willendorf8,11.6,63.6,5.51,565.7,74.0,143,395.6,0.7,0.9,55.4,-0.1,0.1,Double_Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_13,Willendorf8,26.1,37.4,1.43,575.9,59.0,114,505.2,4.5,2.7,51.4,2.6,-4.4,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_14,Willendorf8,18.6,51.7,2.78,655.5,65.0,130,504.2,1.6,6.2,55.6,1.6,-1.7,Pointed_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_15,Willendorf8,14.5,54.9,3.78,624.6,70.0,129,484.2,1.4,1.0,58.4,0.3,-1.7,Microgravette_point,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_16,Willendorf8,14.7,54.0,3.68,546.6,68.0,126,433.8,0.8,1.0,66.1,0.1,0.1,Microgravette_point,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_17,Willendorf8,5.7,19.2,3.36,79.4,73.0,48,165.4,1.3,6.3,48.9,0.5,-1.0,Microlith,"Felgenhauer, 1959",29.6,Lower Austria,1
Willendorf8_01_18,Willendorf8,5.7,38.8,6.8,177.8,77.0,89,199.7,1.4,1.0,44.2,0.0,0.1,Microlith,"Otte, 1981",29.6,Lower Austria,1
Willendorf8_01_19,Willendorf8,7.0,24.4,3.48,117.1,67.0,59,198.4,0.8,0.4,68.2,-0.4,0.4,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_20,Willendorf8,5.8,19.1,3.27,80.5,70.0,47,171.3,1.3,3.5,55.2,0.3,-0.9,Flechette,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_21,Willendorf8,13.0,34.8,2.68,328.6,71.0,85,386.6,1.1,0.7,72.7,-0.9,-0.5,Gravette_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_22,Willendorf8,9.1,36.9,4.06,239.5,70.0,84,285.1,3.3,1.0,41.3,-0.1,-1.3,Double_Pointed_blade,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_23,Willendorf8,5.7,37.0,6.48,183.2,83.0,90,203.6,2.4,5.3,40.6,-0.1,-0.5,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,0
Willendorf8_01_24,Willendorf8,18.8,45.5,2.41,560.6,64.0,116,483.3,0.9,1.0,84.1,-0.1,1.0,Gravette_point,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_25,Willendorf8,21.4,56.1,2.62,909.3,73.0,141,644.9,2.2,0.5,59.1,0.0,-2.9,Mousterian_point,"Otte, 1981",29.6,Lower Austria,0
Willendorf8_01_26,Willendorf8,7.1,33.2,4.65,177.4,71.0,80,221.8,1.6,8.2,43.4,0.1,-0.6,Retouched_blade,"Felgenhauer, 1959",29.6,Lower Austria,1
Willendorf8_01_27,Willendorf8,27.3,45.1,1.65,862.3,69.0,126,684.3,2.2,1.2,78.1,0.4,-2.5,Blade_with_endretouch,"Otte, 1981",29.6,Lower Austria,0
Willendorf9_01_01,Willendorf9,14.1,55.1,3.91,579.0,69.0,135,428.9,2.6,3.6,38.1,0.7,-3.3,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_02,Willendorf9,13.5,39.2,2.9,388.6,73.0,98,396.5,2.2,0.7,57.8,0.3,-1.8,Atypical_shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_03,Willendorf9,16.2,53.2,3.27,674.7,76.0,127,531.3,1.0,0.9,74.4,-0.3,-0.6,Gravette_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_04,Willendorf9,8.1,25.1,3.11,133.3,60.0,61,218.5,0.3,1.1,90.0,0.5,0.5,Gravette_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_05,Willendorf9,16.7,50.9,3.05,640.6,73.0,129,496.6,1.9,1.0,63.2,0.1,-1.6,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_06,Willendorf9,11.5,53.7,4.68,483.2,64.0,127,380.5,2.6,0.5,38.3,-0.1,-2.5,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,1
Willendorf9_01_07,Willendorf9,16.5,35.7,2.17,395.9,66.0,90,439.9,0.9,0.9,71.1,-0.3,-1.2,Gravette_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_08,Willendorf9,13.7,50.2,3.65,509.2,70.0,126,404.1,0.4,1.1,68.5,0.2,-0.3,Microlith,"Otte, 1981",29.1,Lower Austria,0
Willendorf9_01_09,Willendorf9,11.8,23.1,1.95,200.5,67.0,65,308.5,5.2,0.2,77.1,-0.9,-0.9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_10,Willendorf9,4.2,23.7,5.65,75.7,75.0,55,137.7,1.7,0.9,32.1,-0.2,-0.8,Microgravette_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_11,Willendorf9,21.1,70.5,3.33,1147.2,69.0,174,659.3,2.1,2.9,51.9,1.0,-3.6,Blade_with_Aurignacian_retouch,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_12,Willendorf9,6.4,47.4,7.45,230.7,70.0,104,221.8,1.6,1.3,32.7,-0.1,-0.3,Atypical_shouldered_point,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_13,Willendorf9,16.0,49.9,3.11,514.1,64.0,121,424.8,2.3,1.1,41.1,0.2,-3.1,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_14,Willendorf9,11.2,30.0,2.67,234.7,68.0,78,301.0,1.8,0.5,56.2,-0.8,-1.2,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_15,Willendorf9,11.2,30.2,2.69,235.5,68.0,75,314.0,1.1,1.2,60.3,0.5,-1.5,Retouched_blade,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_16,Willendorf9,15.5,60.5,3.91,672.6,72.0,140,480.4,0.8,0.9,60.1,-0.6,-0.1,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_17,Willendorf9,16.5,61.1,3.71,683.6,65.0,143,478.1,1.0,0.6,51.0,-0.6,-0.7,atypical_shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_18,Willendorf9,9.9,39.3,3.98,268.1,67.0,91,294.6,0.4,1.1,58.3,-0.2,0.0,Retouched_blade,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_19,Willendorf9,8.0,22.0,2.77,131.3,81.0,56,234.5,1.2,0.8,63.0,-0.2,-0.9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_20,Willendorf9,20.0,53.6,2.68,676.2,60.0,133,508.5,1.7,1.3,48.0,0.7,-3.1,Blade_with_endretouch,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_21,Willendorf9,11.4,42.0,3.7,380.1,70.0,101,376.3,0.4,0.8,77.7,0.3,-1.1,Atypical_shouldered_point,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_22,Willendorf9,18.0,61.5,3.42,861.4,74.0,147,586.0,0.3,0.4,76.9,-0.9,-0.1,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_23,Willendorf9,9.5,36.1,3.79,268.1,69.0,89,301.3,1.1,3.7,66.9,0.2,-0.8,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_24,Willendorf9,17.7,60.2,3.4,759.8,70.0,147,516.9,1.0,0.2,62.0,-1.2,0.0,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_25,Willendorf9,8.4,30.8,3.66,191.4,69.0,73,262.2,1.3,2.7,59.9,0.2,-0.3,Microlith,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_26,Willendorf9,12.6,37.2,2.95,356.7,74.0,91,391.9,0.7,1.1,67.9,0.1,-0.7,Microlith,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_27,Willendorf9,3.0,16.0,5.42,32.9,58.0,36,91.4,1.3,1.2,28.0,-0.1,-1.0,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,1
Willendorf9_01_28,Willendorf9,5.5,16.4,3.0,69.2,75.0,44,157.2,27.8,0.5,50.1,0.0,-0.9,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_29,Willendorf9,30.6,37.6,1.23,744.6,64.0,115,647.5,2.2,0.9,91.9,-1.0,-0.9,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_30,Willendorf9,11.2,45.3,4.03,391.3,76.0,108,362.4,1.9,1.5,49.4,0.2,-1.6,Retouched_crested_blade,"Otte, 1981",29.1,Lower Austria,1
Willendorf9_01_31,Willendorf9,23.1,30.8,1.33,464.7,66.0,98,474.2,2.0,0.2,70.1,-1.8,-2.6,atypical_Mousterian_point,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_32,Willendorf9,5.3,52.5,9.83,236.1,51.0,118,200.1,13.0,2.6,20.0,0.7,-1.4,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
Willendorf9_01_33,Willendorf9,28.7,56.9,1.98,1096.2,66.0,150,730.8,1.3,0.9,60.6,0.2,-3.2,Retouched_blade,"Otte, 1981",29.1,Lower Austria,0
Willendorf9_01_34,Willendorf9,14.8,54.1,3.66,563.4,68.0,128,440.1,1.3,2.2,51.1,0.5,-1.5,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,0
