ID,site,typology,reference,ka_cal_BP,region,long,lat
Pavlov1_08_02,Pavlov1,Non_backed_microlith,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_08_03,Pavlov1,Non_backed_microlith,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_08_04,Pavlov1,Non_backed_microlith,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_08_05,Pavlov1,Non_backed_microlith,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_09_01,Pavlov1,Non_backed_microlith,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_09_02,Pavlov1,Bilaterally_retouched_pointed_blade,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Pavlov1_09_03,Pavlov1,Bilaterally_retouched_pointed_blade,"Klíma and Svoboda, 1994",30.7,Moravia,16.672259,48.874156
Petrkovice1a_01_01,Petrkovice1a,Shouldered_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_02,Petrkovice1a,Shouldered_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_03,Petrkovice1a,Point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_04,Petrkovice1a,Bilaterally_retouched_pointed_blade,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_05,Petrkovice1a,Bilaterally_retouched_pointed_blade,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_06,Petrkovice1a,Point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_07,Petrkovice1a,Bilaterally_retouched_pointed_blade,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_08,Petrkovice1a,Microgravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_09,Petrkovice1a,Microgravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_10,Petrkovice1a,Bilaterally_retouched_pointed_blade,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_11,Petrkovice1a,Microgravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_12,Petrkovice1a,Microgravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_13,Petrkovice1a,Bilaterally_retouched_pointed_blade,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_14,Petrkovice1a,Microgravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_15,Petrkovice1a,Gravette_point,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Petrkovice1a_01_16,Petrkovice1a,Saw,"Novák, 2008",27.5,Moravia,17.950965,49.546267
Predmosti1b_01_01,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_02,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_03,Predmosti1b,Point_on_curved_axis,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_04,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_05,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_06,Predmosti1b,Point_on_curved_axis,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_07,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_08,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_09,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_10,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_11,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_12,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_13,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_14,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_15,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_16,Predmosti1b,Notched_piece,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_17,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_18,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_19,Predmosti1b,Gravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_20,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_21,Predmosti1b,Awl,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_22,Predmosti1b,Microlith,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_23,Predmosti1b,Microgravette_point,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Predmosti1b_01_24,Predmosti1b,Flechette,"Absolon et al., 1977",30.9,Moravia,17.437391,49.467534
Willendorf5_01_01,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_02,Willendorf5,Flechette,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_03,Willendorf5,Microgravette_point,"Moreau, 2012",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_04,Willendorf5,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_05,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_06,Willendorf5,Microlith,"Moreau, 2012",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_07,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_08,Willendorf5,Microgravette_point,"Otte, 1991",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_09,Willendorf5,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_10,Willendorf5,Microlith,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_11,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_12,Willendorf5,Microlith,"Otte, 1991",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_13,Willendorf5,Double_backed_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_14,Willendorf5,Microgravette_point,"Otte, 1991",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_15,Willendorf5,Microlith,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_16,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_17,Willendorf5,Flechette,"Otte, 1991",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_18,Willendorf5,Microgravette_point,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_19,Willendorf5,Retouched_blade,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf5_01_20,Willendorf5,Retouched_blade,"Moreau, 2010",31.5,Lower Austria,16.052186,47.790423
Willendorf6_01_01,Willendorf6,Gravette_point,"Felgenhauer, 1959 ",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_02,Willendorf6,Retouched_blade,"Felgenhauer, 1959 ",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_03,Willendorf6,Microgravette_point,"Otte, 1981",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_04,Willendorf6,Gravette_point,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_05,Willendorf6,Bifacial_point,"Otte, 1981",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_06,Willendorf6,Blade_with_Aurignacian_retouch,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_07,Willendorf6,Gravette_point,"Otte, 1981",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_08,Willendorf6,Mousterian_point,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_09,Willendorf6,Blade_with_endretouch,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_10,Willendorf6,Gravette_point,"Otte, 1981",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_11,Willendorf6,Retouched_blade,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf6_01_12,Willendorf6,Pointed_blade,"Felgenhauer, 1959",30.5,Lower Austria,16.052186,47.790423
Willendorf7_01_01,Willendorf7,Microlith,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_02,Willendorf7,Double_pointed_blade,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_03,Willendorf7,Retouched_blade,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_04,Willendorf7,Double_pointed_blade,"Otte, 1991",30,Lower Austria,16.052186,47.790423
Willendorf7_01_05,Willendorf7,Retouched_blade,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_06,Willendorf7,Microgravette_point,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_07,Willendorf7,Point_on_mousterian_flake,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_08,Willendorf7,Microgravette_point,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_09,Willendorf7,Retouched_blade,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_10,Willendorf7,Point_on_mousterian_flake,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_11,Willendorf7,Backed_blade,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_12,Willendorf7,Ventral_retouched_blade,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_13,Willendorf7,Pointed_blade,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_14,Willendorf7,Pointed_blade,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf7_01_15,Willendorf7,Microgravette_point,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_16,Willendorf7,Retouched_blade,"Otte, 1981",30,Lower Austria,16.052186,47.790423
Willendorf7_01_17,Willendorf7,Pointed_blade,"Felgenhauer, 1959",30,Lower Austria,16.052186,47.790423
Willendorf8_01_01,Willendorf8,Microgravette_point,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_02,Willendorf8,Blade_with_Aurignacian_retouch,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_03,Willendorf8,Retouched_bladelet,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_04,Willendorf8,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_05,Willendorf8,Point_with_flat_retouch,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_06,Willendorf8,Retouched_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_07,Willendorf8,Pointed_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_08,Willendorf8,Retouched_blade an stumpfem Ende,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_09,Willendorf8,Pointed_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_10,Willendorf8,Blade_with_Aurignacian_retouch,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_11,Willendorf8,Retouched_flake,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_12,Willendorf8,Double_Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_13,Willendorf8,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_14,Willendorf8,Pointed_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_15,Willendorf8,Microgravette_point,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_16,Willendorf8,Microgravette_point,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_17,Willendorf8,Microlith,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_18,Willendorf8,Microlith,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_19,Willendorf8,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_20,Willendorf8,Flechette,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_21,Willendorf8,Gravette_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_22,Willendorf8,Double_Pointed_blade,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_23,Willendorf8,Pointed_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_24,Willendorf8,Gravette_point,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_25,Willendorf8,Mousterian_point,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_26,Willendorf8,Retouched_blade,"Felgenhauer, 1959",29.6,Lower Austria,16.052186,47.790423
Willendorf8_01_27,Willendorf8,Blade_with_endretouch,"Otte, 1981",29.6,Lower Austria,16.052186,47.790423
Willendorf9_01_01,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_02,Willendorf9,Atypical_shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_03,Willendorf9,Gravette_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_04,Willendorf9,Gravette_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_05,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_06,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_07,Willendorf9,Gravette_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_08,Willendorf9,Microlith,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_09,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_10,Willendorf9,Microgravette_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_11,Willendorf9,Blade_with_Aurignacian_retouch,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_12,Willendorf9,Atypical_shouldered_point,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_13,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_14,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_15,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_16,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_17,Willendorf9,atypical_shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_18,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_19,Willendorf9,Shouldered_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_20,Willendorf9,Blade_with_endretouch,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_21,Willendorf9,Atypical_shouldered_point,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_22,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_23,Willendorf9,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_24,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_25,Willendorf9,Microlith,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_26,Willendorf9,Microlith,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_27,Willendorf9,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_28,Willendorf9,Flechette,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_29,Willendorf9,Point_on_flake,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_30,Willendorf9,Retouched_crested_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_31,Willendorf9,atypical_Mousterian_point,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_32,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_33,Willendorf9,Retouched_blade,"Otte, 1981",29.1,Lower Austria,16.052186,47.790423
Willendorf9_01_34,Willendorf9,Retouched_blade,"Felgenhauer, 1959",29.1,Lower Austria,16.052186,47.790423
